catalog_type,item_id,asset_variant,image_url
fish,8ee2fddb187b1176,tank,https://dodo.ac/np/images/8/8f/Puffer_Fish_NH_Furniture_Icon.png
fish,8fd85dc8d65daa06,tank,https://dodo.ac/np/images/c/cd/Sweetfish_NH_Furniture_Icon.png
fish,96e52c650eee936f,tank,https://dodo.ac/np/images/9/9e/Pond_Smelt_NH_Furniture_Icon.png
fish,970af23278c49cde,tank,https://dodo.ac/np/images/c/cf/Ray_NH_Furniture_Icon.png
fish,9e2766e5f5d19925,tank,https://dodo.ac/np/images/0/00/Butterfly_Fish_NH_Furniture_Icon.png
fish,a0f4833ca15b4c53,tank,https://dodo.ac/np/images/6/6d/Zebra_Turkeyfish_NH_Furniture_Icon.png
fish,a6383677d69737e6,tank,https://dodo.ac/np/images/0/03/Dorado_NH_Furniture_Icon.png
fish,a708b6fd5d9060b8,tank,https://dodo.ac/np/images/d/d7/Barreleye_NH_Furniture_Icon.png
fish,ae07e87a566d68a2,tank,https://dodo.ac/np/images/f/f5/Red_Snapper_NH_Furniture_Icon.png
fish,af07c1d8cdfc20fb,tank,https://dodo.ac/np/images/e/e6/Ranchu_Goldfish_NH_Furniture_Icon.png
fish,af1fc8aec9efcc12,tank,https://dodo.ac/np/images/9/93/Horse_Mackerel_NH_Furniture_Icon.png
fish,b07bb023bb73ffa0,tank,https://dodo.ac/np/images/7/78/Mitten_Crab_NH_Furniture_Icon.png
fish,b2c12e6c69c45704,tank,https://dodo.ac/np/images/e/ed/Catfish_NH_Furniture_Icon.png
fish,b6807ada07ef2fee,tank,https://dodo.ac/np/images/9/97/Koi_NH_Furniture_Icon.png
fish,b6a76127b4a659ec,tank,https://dodo.ac/np/images/c/c2/Crawfish_NH_Furniture_Icon.png
fish,b6ec05c6c636213a,tank,https://dodo.ac/np/images/f/f0/Pale_Chub_NH_Furniture_Icon.png
fish,b854b3af111a5147,tank,https://dodo.ac/np/images/f/f8/Mahi-Mahi_NH_Furniture_Icon.png
fish,bb1ac9c13bd7aa58,tank,https://dodo.ac/np/images/4/46/Saddled_Bichir_NH_Furniture_Icon.png
fish,bdc5e7f2d7b6a22c,tank,https://dodo.ac/np/images/3/30/Dab_NH_Furniture_Icon.png
fish,c29a3d9428d20928,tank,https://dodo.ac/np/images/d/d8/Char_NH_Furniture_Icon.png
fish,c6a35a5d52dc4249,tank,https://dodo.ac/np/images/8/8b/Clown_Fish_NH_Furniture_Icon.png
fish,c6ddaa83c9886217,tank,https://dodo.ac/np/images/4/43/Blue_Marlin_NH_Furniture_Icon.png
fish,cdc70de6b8fef1a9,tank,https://dodo.ac/np/images/4/48/Rainbowfish_NH_Furniture_Icon.png
fish,cf03fc60b539c9c6,tank,https://dodo.ac/np/images/5/51/Saw_Shark_NH_Furniture_Icon.png
fish,d2d8f1f7af6ef8a8,tank,https://dodo.ac/np/images/f/f2/Black_Bass_NH_Furniture_Icon.png
fish,d435307f01407cc2,tank,https://dodo.ac/np/images/6/6c/Carp_NH_Furniture_Icon.png
fish,d462908154459ff8,tank,https://dodo.ac/np/images/7/79/Tadpole_NH_Furniture_Icon.png
fish,d47ceb12e779af69,tank,https://dodo.ac/np/images/e/e4/Frog_NH_Furniture_Icon.png
fish,d65621bd616b0253,tank,https://dodo.ac/np/images/c/c0/Pop-Eyed_Goldfish_NH_Furniture_Icon.png
fish,dedcc58533668990,tank,https://dodo.ac/np/images/0/0a/Sea_Bass_NH_Furniture_Icon.png
fish,e33ebb53c2d79405,tank,https://dodo.ac/np/images/2/22/Snapping_Turtle_NH_Furniture_Icon.png
fish,e4d4db11648ba122,tank,https://dodo.ac/np/images/8/8d/Gar_NH_Furniture_Icon.png
fish,e69f263923c2c436,tank,https://dodo.ac/np/images/4/46/Ocean_Sunfish_NH_Furniture_Icon.png
fish,e976412f064a218a,tank,https://dodo.ac/np/images/b/be/Ribbon_Eel_NH_Furniture_Icon.png
fish,e9d3b005af421a87,tank,https://dodo.ac/np/images/f/f5/Olive_Flounder_NH_Furniture_Icon.png
fish,f1dacc15c7244ead,tank,https://dodo.ac/np/images/c/c0/Sea_Horse_NH_Furniture_Icon.png
fish,f383c9feb139098e,tank,https://dodo.ac/np/images/5/5a/Sturgeon_NH_Furniture_Icon.png
fish,f76a49a4e44bc7c0,tank,https://dodo.ac/np/images/9/95/Great_White_Shark_NH_Furniture_Icon.png
fish,fa56aaaad1ede6e5,tank,https://dodo.ac/np/images/8/87/Cherry_Salmon_NH_Furniture_Icon.png
fish,faa0f731bef8f660,tank,https://dodo.ac/np/images/8/88/Bitterling_NH_Furniture_Icon.png
